# Table containing rPerf for all IBM servers
# http://www-03.ibm.com/systems/power/hardware/reports/system_perf.html
#
# Changes
#       v01: updated frequency from 3.20 to 3.22 for 3 x p750
#	v02: updated frequency from P7 3.7 to 3.72 
#	v03: updated by CPW collumn
#	v04: updated by new POWER7+ servers 770
#       v05: updated by old POWER5 and POWER7+ 710-760
#       v06: added 9131-52A : p5-520: P5+/2  :  1.9    :  11.16    :
#       v07: update as per latest Oct 2013 data : POB03022USEN.PDF
#       v08: updated by April 2014 data : POB03046USEN.PDF
#       v09: updated by Oct 2014: POO03017USEN.PDF
#       v10: updated by Nov 2014: POB03046USEN.PDF
#       v11: April 28, 2015: POO03017USEN.PDF
#       v12: June 2, 2015: POO03017USEN.PDF + enhanced about SMT
#       v13: March 23, 2016: POO03017USEN.PDF
#       v14: Oct 11, 2016: POO03017USEN.PDF
#       v15: Jun, 2017: added PFlex*
#       v16: Feb, 2018: POWER9
#       v17: Apr, 2018: POWER9
#       v18: Aug, 2018: fix: 3 7895-42X lines had wrong model, it should be 7895-43X
#       v19: August 7, 2018
#       v20: Oct 8, 2019
#       v21: July 14, 2020
#       v22: April 13, 2021
#       v23: Sep 8, 2021
#       v24: July 12, 2022
#       v25: Feb 14, 2023
#
# cut -c1-37 rperf_table.txt | egrep -v "^#" | sort | uniq
#
# Model  : Type :  CPU    :  GHz    :  
7778-23X : JS23 :  P6+/4  :  4.2    :
7778-23X : JS43 :  P6+/8  :  4.2    :
7891-73X : PS703:  P7/16  :  2.4    :
7891-74X : PS704:  P7/32  :  2.4    :
7895-22X : p260 :  P7/16  :  3.2    :
7895-22X : p260 :  P7/16  :  3.5    :
7895-22X : p260 :  P7/8   :  3.3    :
7895-23X :PFlex260:P7/16  :  3.2    :
7895-23X :PFlex260:P7/16  :  3.5    :
7895-23X :PFlex260:P7+/16 :  3.6    :
7895-23X :PFlex260:P7+/16 :  4.1    :
7895-23X :PFlex260:P7+/4  :  4.0    :
9117-MMA : 570  :  P6/2   :  4.2    :
9117-MMA : 570  :  P6+/2  :  4.4    :
9117-MMA : 570  :  P6/2   :  4.7    :
9117-MMA : 570  :  P6+/2  :  5.0    :
9117-MMA : 570  :  P6/4   :  3.5    :
9117-MMA : 570  :  P6/4   :  4.2    :
9117-MMA : 570  :  P6+/4  :  4.4    :
9117-MMA : 570  :  P6/4   :  4.7    :
9117-MMA : 570  :  P6+/4  :  5.0    :
9117-MMA : 570  :  P6/8   :  3.5    :
9117-MMA : 570  :  P6/8   :  4.2    :
9117-MMA : 570  :  P6+/8  :  4.4    :
9117-MMA : 570  :  P6/8   :  4.7    :
9117-MMA : 570  :  P6+/8  :  5.0    :
9117-MMB : 770  :  P7/12  :  3.5    :
9117-MMB : 770  :  P7/16  :  3.1    :
9117-MMB : 770  :  P7/18  :  3.5    :
9117-MMB : 770  :  P7/24  :  3.5    :
9117-MMB : 770  :  P7/32  :  3.1    :
9117-MMB : 770  :  P7/36  :  3.5    :
9117-MMB : 770  :  P7/4   :  3.1    :
9117-MMB : 770  :  P7/4   :  3.5    :
9117-MMB : 770  :  P7/48  :  3.1    :
9117-MMB : 770  :  P7/48  :  3.5    :
9117-MMB : 770  :  P7/6   :  3.5    :
9117-MMB : 770  :  P7/64  :  3.1    :
9117-MMB : 770  :  P7/8   :  3.1    :
9117-MMC : 770  :  P7/12  :  3.7    :
9117-MMC : 770  :  P7/16  :  3.3    :
9117-MMC : 770  :  P7/24  :  3.7    :
9117-MMC : 770  :  P7/32  :  3.3    :
9117-MMC : 770  :  P7/36  :  3.7    :
9117-MMC : 770  :  P7/48  :  3.3    :
9117-MMC : 770  :  P7/48  :  3.7    :
9117-MMC : 770  :  P7/6   :  3.7    :
9117-MMC : 770  :  P7/64  :  3.3    :
9117-MMC : 770  :  P7/8   :  3.3    :
9117-MMD : 770  :  P7+/12 :  4.2    :
9117-MMD : 770  :  P7+/16 :  3.8    :
9117-MMD : 770  :  P7+/24 :  4.2    :
9117-MMD : 770  :  P7+/32 :  3.8    :
9117-MMD : 770  :  P7+/36 :  4.2    :
9117-MMD : 770  :  P7+/48 :  3.8    :
9117-MMD : 770  :  P7+/48 :  4.2    :
9117-MMD : 770  :  P7+/6  :  4.2    :
9117-MMD : 770  :  P7+/64 :  3.8    :
9117-MMD : 770  :  P7+/8  :  3.8    :
9119-590 : p5-590:  P5/16 :  1.6    :
9119-590 : p5-590: P5+/16 :  2.1    :
9119-590 : p5-590:  P5/24 :  1.6    :
9119-590 : p5-590: P5+/24 :  2.1    :
9119-590 : p5-590:  P5/32 :  1.6    :
9119-590 : p5-590: P5+/32 :  2.1    :
9119-590 : p5-590:  P5/8  :  1.6    :
9119-590 : p5-590: P5+/8  :  2.1    :
9119-595 : p5-595:  P5/16 :  1.6    :
9119-595 : p5-595:  P5/16 :  1.9    :
9119-595 : p5-595: P5+/16 :  2.1    :
9119-595 : p5-595: P5+/16 :  2.3    :
9119-595 : p5-595:  P5/24 :  1.6    :
9119-595 : p5-595:  P5/24 :  1.9    :
9119-595 : p5-595: P5+/24 :  2.1    :
9119-595 : p5-595: P5+/24 :  2.3    :
9119-595 : p5-595:  P5/32 :  1.6    :
9119-595 : p5-595:  P5/32 :  1.9    :
9119-595 : p5-595: P5+/32 :  2.1    :
9119-595 : p5-595: P5+/32 :  2.3    :
9119-595 : p5-595:  P5/40 :  1.6    :
9119-595 : p5-595:  P5/40 :  1.9    :
9119-595 : p5-595: P5+/40 :  2.1    :
9119-595 : p5-595: P5+/40 :  2.3    :
9119-595 : p5-595:  P5/48 :  1.6    :
9119-595 : p5-595:  P5/48 :  1.9    :
9119-595 : p5-595: P5+/48 :  2.1    :
9119-595 : p5-595: P5+/48 :  2.3    :
9119-595 : p5-595:  P5/56 :  1.6    :
9119-595 : p5-595:  P5/56 :  1.9    :
9119-595 : p5-595: P5+/56 :  2.1    :
9119-595 : p5-595: P5+/56 :  2.3    :
9119-595 : p5-595:  P5/64 :  1.6    :
9119-595 : p5-595:  P5/64 :  1.9    :
9119-595 : p5-595: P5+/64 :  2.1    :
9119-595 : p5-595: P5+/64 :  2.3    :
9119-FHA : 595  :  P6/16  :  4.2    :
9119-FHA : 595  :  P6/16  :  5.0    :
9119-FHA : 595  :  P6/24  :  4.2    :
9119-FHA : 595  :  P6/24  :  5.0    :
9119-FHA : 595  :  P6/32  :  4.2    :
9119-FHA : 595  :  P6/32  :  5.0    :
9119-FHA : 595  :  P6/48  :  4.2    :
9119-FHA : 595  :  P6/48  :  5.0    :
9119-FHA : 595  :  P6/64  :  4.2    :
9119-FHA : 595  :  P6/64  :  5.0    :
9119-FHA : 595  :  P6/8   :  4.2    :
9119-FHA : 595  :  P6/8   :  5.0    :
9119-FHB : 795  :  P7/112 :  4.2    :
9119-FHB : 795  :  P7/120 :  3.7    :
9119-FHB : 795  :  P7/128 :  4.0    :
9119-FHB : 795  :  P7/128 :  4.2    :
9119-FHB : 795  :  P7/144 :  3.7    :
9119-FHB : 795  :  P7/160 :  4.0    :
9119-FHB : 795  :  P7/168 :  3.7    :
9119-FHB : 795  :  P7/192 :  3.7    :
9119-FHB : 795  :  P7/192 :  4.0    :
9119-FHB : 795  :  P7/224 :  4.0    :
9119-FHB : 795  :  P7/24  :  3.7    :
9119-FHB : 795  :  P7/24  :  4.2    :
9119-FHB : 795  :  P7/256 :  4.0    :
9119-FHB : 795  :  P7/32  :  4.0    :
9119-FHB : 795  :  P7/32  :  4.2    :
9119-FHB : 795  :  P7/48  :  3.7    :
9119-FHB : 795  :  P7/48  :  4.2    :
9119-FHB : 795  :  P7/64  :  4.0    :
9119-FHB : 795  :  P7/64  :  4.2    :
9119-FHB : 795  :  P7/72  :  3.7    :
9119-FHB : 795  :  P7/80  :  4.2    :
9119-FHB : 795  :  P7/96  :  3.7    :
9119-FHB : 795  :  P7/96  :  4.0    :
9119-FHB : 795  :  P7/96  :  4.2    :
9119-MHE : E880  :  P8/120:  4.1    :
9119-MHE : E880  :  P8/12 :  4.0    :
9119-MHE : E880  :  P8/12 :  4.1    :
9119-MHE : E880  :  P8/12 :  4.3    :
9119-MHE : E880  :  P8/128:  4.3    :
9119-MHE : E880  :  P8/144:  4.0    :
9119-MHE : E880  :  P8/160:  4.1    :
9119-MHE : E880  :  P8/16 :  4.0    :
9119-MHE : E880  :  P8/16 :  4.1    :
9119-MHE : E880  :  P8/16 :  4.3    :
9119-MHE : E880  :  P8/192:  4.0    :
9119-MHE : E880  :  P8/20 :  4.0    :
9119-MHE : E880  :  P8/20 :  4.1    :
9119-MHE : E880  :  P8/20 :  4.3    :
9119-MHE : E880  :  P8/24 :  4.0    :
9119-MHE : E880  :  P8/24 :  4.1    :
9119-MHE : E880  :  P8/24 :  4.3    :
9119-MHE : E880  :  P8/28 :  4.0    :
9119-MHE : E880  :  P8/28 :  4.1    :
9119-MHE : E880  :  P8/28 :  4.3    :
9119-MHE : E880  :  P8/32 :  4.0    :
9119-MHE : E880  :  P8/32 :  4.1    :
9119-MHE : E880  :  P8/32 :  4.3    :
9119-MHE : E880  :  P8/36 :  4.0    :
9119-MHE : E880  :  P8/36 :  4.1    :
9119-MHE : E880  :  P8/40 :  4.0    :
9119-MHE : E880  :  P8/40 :  4.1    :
9119-MHE : E880  :  P8/44 :  4.0    :
9119-MHE : E880  :  P8/48 :  4.0    :
9119-MHE : E880  :  P8/64 :  4.3    :
9119-MHE : E880  :  P8/80 :  4.1    :
9119-MHE : E880  :  P8/8  :  4.0    :
9119-MHE : E880  :  P8/8  :  4.1    :
9119-MHE : E880  :  P8/8  :  4.3    :
9119-MHE : E880  :  P8/96 :  4.0    :
9119-MHE : E880  :  P8/96 :  4.3    :
9119-MME : E870  :  P8/12 :  4.0    :
9119-MME : E870  :  P8/16 :  4.0    :
9119-MME : E870  :  P8/20 :  4.0    :
9119-MME : E870  :  P8/24 :  4.0    :
9119-MME : E870  :  P8/28 :  4.0    :
9119-MME : E870  :  P8/32 :  4.0    :
9119-MME : E870  :  P8/40 :  4.1    :
9119-MME : E870  :  P8/64 :  4.0    :
9119-MME : E870  :  P8/80 :  4.1    :
9119-MME : E870  :  P8/8  :  4.0    :
9131-520 : p5-520Q: P5+/4 :  1.6    :
9131-52A : p5-520: P5+/1  :  2.1    :
9131-52A : p5-520: P5+/2  :  1.9    :
9131-52A : p5-520: P5+/2  :  2.1    :
9133-55A : p5-550Q: P5+/4 :  1.6    :
9133-55A : p5-550Q: P5+/8 :  1.6    :
9133-55A : p5-560Q: P5+/16:  1.8    :
9133-55A : p5-560Q: P5+/4 :  1.8    :
9133-55A : p5-560Q: P5+/8 :  1.8    :
9179-MHB : 780  :  P7/16  :  3.8    :
9179-MHB : 780  :  P7/16  :  4.1    :
9179-MHB : 780  :  P7/24  :  4.1    :
9179-MHB : 780  :  P7/32  :  3.8    :
9179-MHB : 780  :  P7/32  :  4.1    :
9179-MHB : 780  :  P7/48  :  3.8    :
9179-MHB : 780  :  P7/64  :  3.8    :
9179-MHB : 780  :  P7/8   :  3.8    :
9179-MHB : 780  :  P7/8   :  4.1    :
9179-MHC : 780  :  P7/12  :  3.4    :
9179-MHC : 780  :  P7/16  :  3.9    :
9179-MHC : 780  :  P7/16  :  4.1    :
9179-MHC : 780  :  P7/24  :  3.4    :
9179-MHC : 780  :  P7/24  :  4.1    :
9179-MHC : 780  :  P7/32  :  3.9    :
9179-MHC : 780  :  P7/32  :  4.1    :
9179-MHC : 780  :  P7/48  :  3.4    :
9179-MHC : 780  :  P7/48  :  3.9    :
9179-MHC : 780  :  P7/64  :  3.9    :
9179-MHC : 780  :  P7/72  :  3.4    :
9179-MHC : 780  :  P7/8   :  3.9    :
9179-MHC : 780  :  P7/8   :  4.1    :
9179-MHC : 780  :  P7/96  :  3.4    :
9179-MHD : 780  :  P7+/128:  3.7    :
9179-MHD : 780  :  P7+/16 :  3.7    :
9179-MHD : 780  :  P7+/16 :  4.4    :
9179-MHD : 780  :  P7+/32 :  3.7    :
9179-MHD : 780  :  P7+/32 :  4.4    :
9179-MHD : 780  :  P7+/48 :  4.4    :
9179-MHD : 780  :  P7+/64 :  3.7    :
9179-MHD : 780  :  P7+/64 :  4.4    :
9179-MHD : 780  :  P7+/8  :  4.4    :
9179-MHD : 780  :  P7+/96 :  3.7    :
9786-22H : L1022 :  P10/12 :2.9-4.0 :
9786-22H : L1022 :  P10/24 :2.9-4.0 :
9786-22H : L1022 :  P10/32 :2.7-4.0 :
9786-22H : L1022 :  P10/40 :2.4-4.0 :
9786-42H : L1024 :  P10/12 :3.4-4.0 :
9786-42H : L1024 :  P10/24 :3.4-4.0 :
9786-42H : L1024 :  P10/32 :3.1-4.0 :
9786-42H : L1024 :  P10/48 :2.7-3.9 :

